batchNum,transSequence,transType,prcHdrNumber,prcHdrName,capChainId,prcBookNumber,prcType,prcSubType,prcHdrFromDate,prcHdrToDate,prc_source,histPrice,prcTrackHist,prcHdrNotes,autoRelease,dateCreated,rejCode,downloadDate1,downloadDate2,nombreArchivo,fechaStage,fechaPermanente,fechaBackup
240,1,A,,Precio  Amarillo Neg,1,1,20,,,,1,F,F,,T,20220808,,,,,,,2022-08-08 22:16:35.0
240,1,A,,Precio  Amarillo Neg,1,1,20,,,,1,F,F,,T,20220808,,,,,,,2022-08-08 22:16:35.0
