batchNum,prdLvlNumber,tranType,prdDesc,prdDescName,prdDescLength,descCreate,dateCreated,downloadDate1,downloadDate2,errorCode,mandatory,nombreArchivo,fechaStage,fechaPermanente,fechaBackup
243,JHCAMISV23-009 ,A,JHCAMISV23-009,Style Corona/Cod Prov,,F,20220809,,,,,,,,2022-08-09 09:59:18.0
