batchNum;auditNumber;prdLvlNumber;tranType;prdDesc;prdDescName;prdDescLength;descCreate;dateCreated;downloadDate1;downloadDate2;errorCode;mandatory;prdRef
2141;;JMBLUCRI21-WU10;A;JMBLUCRI21-WU10;Style Corona/Cod Prov;;F;20221011;;;;;
