batchNum;controlNumber;prdLvlNumber;orgLvlNumber;atrTypTechKey;atrTypeDesc;atrHdrTechKey;atrHdrDesc;atrCode;tranType;atrCodeDesc;attCreate;prd_lvl_id;org_lvl_id;dateCreated;downloadDate1;downloadDate2;atrIsValue;errorCode;vendorNumber;altPrdLvlNumber;altPrdLvlId;altOrgLvlNumber;altOrgLvlId;prdRef
161;1;JHCAMISV23-009 ;;;COMERCIAL;;COMPOSICION;;A;;F;1;;20220905;;;F;;;;;;;
161;1;JHCAMISV23-009 ;;;COMERCIAL;;TEJIDO;;A;PLANO;F;1;;20220905;;;F;;;;;;;
