batchNum;techKey;tranType;prdLvlNumber;casePackId;vendorNumber;vpcPrdCost;vpcCaseQty;vpcCaseStdPack;vpcCstStart;vpcCstEnd;casePackDesc;dateCreated;downloadDate1;downloadDate2;prdSllUom;currCode;subsAccepted;vpcCaseQtyUom;numberOfInners;invUnitsPerInner;inv_uom;eachesPerInner;gradeCode;vpcCaseGrossWgt;vpcCaseWgt;vpcCaseWgtUom;vpcPrdStatus;vpcCaseWidth;vpcCaseLen;vpcCaseHeight;vpcCaseCube;vpcCaseDimUom;vpcPalletHi;vpcPalletTier;packByNoDays;rcvByNoDays;sellByNoDays;vpcCpDsd;vpcPrimaryFlag;vpcActiveFlag;sllUnitsPerInner;caseCubeUom;associatedPrdUpc;vpcCubeOrdFct;vpcBuyMultiple
2141;1;A;JMBLUCRI21-WU10;JMBLUCRI21-WU10 SC       ;566            ;5;12;1;;;;20221011;;;EA    ;;;EA    ;;12;EA    ;;;1;;KG    ;;11;12;13;;CMT   ;;;;;;;;;;;;;
