batchNum;prdLvlNumber;prdLvlId;tranType;prdLvlParent;prdNameFull;prdTargetgm;prdStyleInd;prdStatus;prdInhVal;prdPdhName1;prdPddCode1;prdPdhName2;prdPddCode2;prdPdhName3;prdPddCode3;dateCreated;downloadDate1;downloadDate2;prdUomSize;prdSllUom;prdCompUom;prdConvQty;errorCode;prdCrossDock;impDssFlag;vendorNumber;altSllUom1;altSllUom2;varWeightItem;varWeightType;prdSkuType;prdShrinkRate;prdWasteCode;sllUom1Rate;sllUom2Rate;prdSizeUom;mandatoryPlu;mandatoryPrdGtin;mandatoryCpGtin;prcLinkId;unitHeight;unitWidth;unitDepth;fillColor;packageType;manufacturer;packageSize;unitOfMeasure;trayQuantity;trayHeight;trayWidth;trayDepth;caseQuantity;caseHeight;caseWidth;caseDepth;matchingKeyValue;contType;contMult;prdRef
2423;JMBLUISV23-QYQD;1;A;C0019004064    ;Blusa Camello P.1;;T;0;0;COLOR                         ;;TALLA                         ;;;;20221129;;;;EA    ;;;;;T;566            ;;;F;;MER;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
