batchNum;transSequence;transType;prcHdrNumber;prcHdrName;capChainId;prcBookNumber;prcType;prcSubType;prcHdrFromDate;prcHdrToDate;prc_source;histPrice;prcTrackHist;prcHdrNotes;autoRelease;dateCreated;rejCode;downloadDate1;downloadDate2;batchNumb
2141;1;A;;Precio  Blanco Neg;1;1;10;;20221011;;1;F;F;;T;20221011;;;;2141
2141;2;A;;Precio  Amarillo Neg;1;1;20;;20221011;;1;F;F;;T;20221011;;;;2141
