batchNum,prdLvlNumber,tranType,prdDesc,prdDescName,prdDescLength,descCreate,dateCreated,downloadDate1,downloadDate2,errorCode,mandatory,nombreArchivo,fechaStage,fechaPermanente,fechaBackup
240,JHCAMISV23-009 ,A,JHCAMISV23-009,Style Corona/Cod Prov,,F,20220808,,,,,,,,2022-08-08 22:16:35.0
