batchNum;auditNumber;prdLvlNumber;tranType;prdDesc;prdDescName;prdDescLength;descCreate;dateCreated;downloadDate1;downloadDate2;errorCode;mandatory;prdRef
151;;JHCAMISV23-009 ;A;JHCAMISV23-009;Style Corona/Cod Prov;;F;20220902;;;;;
