batchNum;auditNumber;prdLvlNumber;tranType;prdDesc;prdDescName;prdDescLength;descCreate;dateCreated;downloadDate1;downloadDate2;errorCode;mandatory;prdRef
2423;;JMBLUISV23-QYQD;A;JMBLUISV23-QYQD;Style Corona/Cod Prov;;F;20221129;;;;;
