batchNum,transSequence,transType,prcHdrNumber,prcHdrName,capChainId,prcBookNumber,prcType,prcSubType,prcHdrFromDate,prcHdrToDate,prc_source,histPrice,prcTrackHist,prcHdrNotes,autoRelease,dateCreated,rejCode,downloadDate1,downloadDate2,nombreArchivo,fechaStage,fechaPermanente,fechaBackup
243,1,A,,Precio  Blanco Neg,1,1,10,,,,1,F,F,,T,20220809,,,,,,,2022-08-09 09:59:18.0
243,1,A,,Precio  Blanco Neg,1,1,10,,,,1,F,F,,T,20220809,,,,,,,2022-08-09 09:59:18.0
