batchNum,prdLvlNumber,prdPdhName,prdPddCode,dateCreated,downloadDate1,downloadDate2,errorCode,nombreArchivo,fechaStage,fechaPermanente,fechaBackup
243,JHCAMISV23-009 ,COLOR                         ,AZUL  ,20220809,,,,,,,2022-08-09 09:59:18.0
243,JHCAMISV23-009 ,COLOR                         ,AZUL  ,20220809,,,,,,,2022-08-09 09:59:18.0
243,JHCAMISV23-009 ,COLOR                         ,AZUL  ,20220809,,,,,,,2022-08-09 09:59:18.0
243,JHCAMISV23-009 ,COLOR                         ,AZUL  ,20220809,,,,,,,2022-08-09 09:59:18.0
243,JHCAMISV23-009 ,COLOR                         ,AZUL  ,20220809,,,,,,,2022-08-09 09:59:18.0
243,JHCAMISV23-009 ,COLOR                         ,AZUL  ,20220809,,,,,,,2022-08-09 09:59:18.0
