batchNum;transSequence;transType;prcHdrNumber;prcHdrName;capChainId;prcBookNumber;prcType;prcSubType;prcHdrFromDate;prcHdrToDate;prc_source;histPrice;prcTrackHist;prcHdrNotes;autoRelease;dateCreated;rejCode;downloadDate1;downloadDate2;batchNumb
2423;1;A;;Precio  Blanco Neg;1;1;10;;20221129;;1;F;F;;T;20221129;;;;2423
2423;2;A;;Precio  Amarillo Neg;1;1;20;;20221129;;1;F;F;;T;20221129;;;;2423
