batchNum;controlNumber;prdLvlNumber;orgLvlNumber;atrTypTechKey;atrTypeDesc;atrHdrTechKey;atrHdrDesc;atrCode;tranType;atrCodeDesc;attCreate;prd_lvl_id;org_lvl_id;dateCreated;downloadDate1;downloadDate2;atrIsValue;errorCode;vendorNumber;altPrdLvlNumber;altPrdLvlId;altOrgLvlNumber;altOrgLvlId;prdRef
2141;1;JMBLUCRI21-WU10;;;COMERCIAL;;TEJIDO;;A;PLANO;F;1;;20221011;;;F;;;;;;;
